id,isbn,penulis,tahun,judul,gambar,stok
7752,1423128192,Eoin Colfer,2010,The Atlantis Complex,https://images.gr-assets.com/books/1274866326m/7005865.jpg,51
7753,399170898,J.D. Robb,2016,Brotherhood in Death,https://images.gr-assets.com/books/1439226052m/25337081.jpg,25
7754,1101946342,E.L. James,2015,Grey,https://images.gr-assets.com/books/1433182986m/25644601.jpg,84
7755,689851324,Cynthia Voigt,1981,"Homecoming (Tillerman Family, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,42
7756,60899190,Frank Warren,2005,PostSecret: Extraordinary Confessions from Ordinary Lives,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,7
7757,525423664,Ally Condie,2012,Reached,https://images.gr-assets.com/books/1330717582m/13125947.jpg,51
7758,6471250,Sidney Sheldon,1976,A Stranger in the Mirror,https://images.gr-assets.com/books/1418330902m/115130.jpg,74
7759,850515025,Machado de Assis,1880,Memórias Póstumas de Brás Cubas,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,192
7760,1846057914,"James Patterson, Maxine Paetro",2012,11th hour,https://images.gr-assets.com/books/1328409443m/11872242.jpg,47
7761,590396560,Tamora Pierce,2002,Cold Fire,https://images.gr-assets.com/books/1328861813m/153792.jpg,16
7762,158240612X,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2006,"The Walking Dead, Vol. 5: The Best Defense",https://images.gr-assets.com/books/1345769360m/30065.jpg,27
7763,1880418738,"Stephen King, Michael Whelan",2008,The Little Sisters of Eluria,https://images.gr-assets.com/books/1328794822m/6356190.jpg,7
7764,1593082649,"Jane Austen, Alfred MacAdam",1817,Northanger Abbey,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,122
7765,1421501708,"Tsugumi Ohba, Takeshi Obata",2004,デスノート #3 (Desu Nōto) Gekisō (激走),https://images.gr-assets.com/books/1419952370m/13618.jpg,35
7766,434017841,Lauren Groff,2008,The Monsters of Templeton,https://images.gr-assets.com/books/1328051913m/1474628.jpg,44
7767,749934433,J.D. Robb,2003,Imitation in Death,https://images.gr-assets.com/books/1305124047m/238139.jpg,49
7768,1406331163,Patrick Ness,2015,The Rest of Us Just Live Here,https://images.gr-assets.com/books/1429800081m/22910900.jpg,40
7769,9993911550,Roger Zelazny,1978,The Courts of Chaos,https://images.gr-assets.com/books/1417786728m/359581.jpg,54
7770,019283410X,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",1550,"Le Vite de' più eccellenti pittori, scultori, e architettori da Cimabue insino a' tempi nostri",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,92
7771,425205819,John Sandford,1989,Rules Of Prey,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,44
7772,575077832,Andrzej Sapkowski,1993,Ostatnie życzenie,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,123
7773,1481404547,Morgan Matson,2016,The Unexpected Everything,https://images.gr-assets.com/books/1443203227m/17838528.jpg,18
7774,1441213570,"Mary Beth Chapman, Steven Curtis Chapman",2010,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,9
7775,749934417,J.D. Robb,2002,Purity in Death,https://images.gr-assets.com/books/1305124004m/238137.jpg,56
7776,618212906,Gary Russell,2002,The Lord of the Rings: The Art of The Fellowship of the Ring,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,7
7777,399157867,Sue Grafton,2011,V is for Vengeance,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,37
7778,60598328,Patricia Gaffney,1999,The Saving Graces,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,38
7779,812550706,Orson Scott Card,1985,Ender's Game,https://images.gr-assets.com/books/1408303130m/375802.jpg,224
7780,7154615,Carol Shields,2002,Unless,https://images.gr-assets.com/books/1327970989m/74462.jpg,54
7781,031298166X,Agatha Christie,1949,Crooked House,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,175
7782,671011375,Kathy Reichs,1999,Death du Jour,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,79
7783,446609404,James Patterson,1980,Virgin,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,68
7784,081099478X,"Michael Buckley, Peter Ferguson",2008,Tales From the Hood,https://images.gr-assets.com/books/1397791708m/2073686.jpg,15
7785,152802177,Janell Cannon,1993,Stellaluna,https://images.gr-assets.com/books/1275583521m/786256.jpg,39
7786,055341884X,Michel Faber,2014,The Book of Strange New Things,https://images.gr-assets.com/books/1394824754m/20697435.jpg,43
7787,312890176,Gene Wolfe,1994,Shadow & Claw,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11
7788,679722769,James Joyce,1922,Ulysses,https://images.gr-assets.com/books/1428891345m/338798.jpg,842
7789,345484274,Kristin Hannah,2000,Angel Falls,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,49
7790,736423125,"Al Dempster, Milt Banta, Golden Books, Walt Disney Company",1948,Three Little Pigs (Little Golden Book),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4
7791,670020532,Jerry A. Coyne,2008,Why Evolution Is True,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,34
7792,60724560,Meg Cabot,2006,Princess on the Brink,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,56
7793,743225740,Anita Diamant,2005,The Last Days of Dogtown,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,27
7794,425147584,Tom Clancy,1994,Debt of Honor,https://images.gr-assets.com/books/1310086695m/19670.jpg,57
7795,1620402750,Lucie Whitehouse,2014,Before we met,https://images.gr-assets.com/books/1369569396m/17978144.jpg,22
7796,1455500135,"Douglas Preston, Lincoln Child",2011,Cold Vengance,https://images.gr-assets.com/books/1344264848m/9489502.jpg,48
7797,1401202322,"Brian K. Vaughan, Pia Guerra, Goran Parlov, José Marzán Jr.",2004,Y: The Last Man Vol. 4: Safeword,https://images.gr-assets.com/books/1335238541m/184040.jpg,14
7798,1616550546,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Dave Marshall, Gurihiru",2013,,https://images.gr-assets.com/books/1382513568m/16277248.jpg,6
7799,312534353,Alyson Noel,2010,,https://images.gr-assets.com/books/1311995373m/7701275.jpg,5
7800,979962570X,Dee Lestari,2001,"Supernova: Ksatria, Puteri, dan Bintang Jatuh",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11
7801,60882077,"Angie Sage, Mark Zug",2008,Queste,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,56
7802,425255700,Laurell K. Hamilton,2013,Affliction,https://images.gr-assets.com/books/1350942756m/15985372.jpg,15
7803,393081508,Liz Moore,2012,Heft,https://images.gr-assets.com/books/1327958826m/11381910.jpg,25
7804,452298385,Sarah Jio,2012,Blackberry Winter,https://images.gr-assets.com/books/1382760152m/13543138.jpg,33
7805,747267634,Janet Evanovich,2003,To the Nines,https://images.gr-assets.com/books/1169433446m/40331.jpg,45
7806,1416549129,Philippa Gregory,2008,The Other Queen,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,42
7807,439545269,Jenny Nimmo,2004,"Charlie Bone and the Invisible Boy (The Children of the Red King, # 3)",https://images.gr-assets.com/books/1328867540m/106129.jpg,33
7808,1416936408,Scott Westerfeld,2007,"The Uglies Trilogy (Uglies, #1-3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,7
7809,078691811X,R.A. Salvatore,2000,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,17
7810,380729407,Ray Bradbury,1962,Something Wicked This Way Comes,https://images.gr-assets.com/books/1409596011m/248596.jpg,136
7811,1409135195,Diana Gabaldon,2011,The Scottish Prisoner,https://images.gr-assets.com/books/1372562277m/8533018.jpg,29
7812,60580674,James Rollins,2004,Sandstorm,https://images.gr-assets.com/books/1305960920m/183822.jpg,64
7813,143037145,Kim Edwards,2005,The Memory Keeper's Daughter,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,98
7814,026110215X,"J.R.R. Tolkien, Christopher Tolkien",1980,Unfinished Tales of Númenor and Middle-Earth,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,122
7815,60987529,Gregory Maguire,1999,Confessions of an Ugly Stepsister,https://images.gr-assets.com/books/1338457460m/18943.jpg,27
7816,151010986,"Carol Tavris, Elliot Aronson",2007,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",https://images.gr-assets.com/books/1328876733m/522525.jpg,39
7817,316185906,Charlotte Rogan,2012,The Lifeboat,https://images.gr-assets.com/books/1344266875m/12888599.jpg,47
7818,1594743347,"Seth Grahame-Smith, Jane Austen",2009,Pride and Prejudice and Zombies,https://images.gr-assets.com/books/1320449653m/5899779.jpg,92
7819,385352093,Peter Heller,2014,The Painter,https://images.gr-assets.com/books/1409595558m/18310201.jpg,10
7820,446532754,Joel Osteen,2004,Your Best Life Now: 7 Steps to Living at Your Full Potential,https://images.gr-assets.com/books/1344265872m/95707.jpg,54
7821,743477103,William Shakespeare,1606,The Tragedy of Macbeth,https://images.gr-assets.com/books/1459795224m/8852.jpg,1732
7822,451456718,Anne Bishop,1998,Daughter of the Blood,https://images.gr-assets.com/books/1400569100m/47956.jpg,25
7823,62004018,Amy Plum,2011,Die for Me,https://images.gr-assets.com/books/1358427893m/9462812.jpg,32
7824,609809105,Rosalind Miles,1992,"I, Elizabeth",https://images.gr-assets.com/books/1403186670m/56353.jpg,13
7825,743454154,Greg Iles,2005,Blood Memory,https://images.gr-assets.com/books/1327877256m/80631.jpg,58
7826,553380648,Tom Wolfe,1968,The Electric Kool-Aid Acid Test,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,45
7827,1416563687,Philippa Gregory,2009,The White Queen,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,101
7828,689867042,Holly Black,2002,Tithe: A Modern Faerie Tale,https://images.gr-assets.com/books/1342120818m/46777.jpg,12
7829,749748001,Enid Blyton,1939,The Enchanted Wood,https://images.gr-assets.com/books/1428732266m/17491.jpg,38
7830,553418602,Scott  Hawkins,2015,The Library at Mount Char,https://images.gr-assets.com/books/1416181258m/23363928.jpg,14
7831,1595540547,Charles Martin,2006,When Crickets Cry,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,18
7832,156904365,C.S. Lewis,1956,Till We Have Faces,https://images.gr-assets.com/books/1381692105m/17343.jpg,70
7833,316133191,"Stephenie Meyer, Young Kim",2011,"Twilight: The Graphic Novel,",https://images.gr-assets.com/books/1327891963m/11450360.jpg,19
7834,385742371,Lissa Price,2012,Starters,https://images.gr-assets.com/books/1358435131m/11861062.jpg,58
7835,125005480X,Erika Swyler,2015,The Book of Speculation,https://images.gr-assets.com/books/1422476749m/23014670.jpg,38
7836,316154695,David Sedaris,2013,Lets Explore Diabetes with Owls,https://images.gr-assets.com/books/1359704028m/15790837.jpg,32
7837,1611130433,"James Patterson, David Ellis",2013,Mistress,https://images.gr-assets.com/books/1375363772m/15791403.jpg,38
7838,1416593381,Lisa Lutz,2009,Revenge of the Spellmans,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,25
7839,765301075,Greg Bear,1987,The Forge of God,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30
7840,425204332,MaryJanice Davidson,2005,Undead and Unappreciated,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,33
7841,375719202,John O'Hara,1933,Appointment in Samarra,https://images.gr-assets.com/books/1320446769m/126583.jpg,59
7842,1844280136,Mo Willems,2003,Don't Let the Pigeon Drive the Bus,https://images.gr-assets.com/books/1328495575m/191113.jpg,24
7843,345476980,Tess Gerritsen,2006,Vanish,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,78
7844,446580287,"Douglas Preston, Lincoln Child",2007,"The Wheel of Darkness (Pendergast, #8)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,69
7845,446554995,"Douglas Preston, Lincoln Child",2012,Two Graves,https://images.gr-assets.com/books/1346937130m/14889780.jpg,43
7846,60518502,James L. Swanson,2006,Manhunt: The 12-Day Chase for Lincoln's Killer,https://images.gr-assets.com/books/1344193262m/146274.jpg,26
7847,60002107,"Milan Kundera, Linda Asher",2000,L'ignorance,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,85
7848,385613504,Jenny Downham,2010,You Against Me,https://images.gr-assets.com/books/1311064228m/8720917.jpg,40
7849,394758269,Raymond Chandler,1942,The High Window,https://images.gr-assets.com/books/1466754245m/2049.jpg,105
7850,6473296,Stephen R. Donaldson,1977,"The Chronicles of Thomas Covenant, the Unbeliever",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,21
7851,393313964,David Foster Wallace,1988,Girl with Curious Hair,https://images.gr-assets.com/books/1350027419m/45760.jpg,42
7852,140546235,"Trinka Hakes Noble, Steven Kellogg",1980,The Day Jimmy's Boa Ate the Wash,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,18
7853,439395623,Suzanne Weyn,2004,The Bar Code Tattoo (Point Thriller),https://images.gr-assets.com/books/1443904058m/592089.jpg,11
7854,8129135728,Chetan Bhagat,2014,Half Girlfriend,https://images.gr-assets.com/books/1407223058m/22874559.jpg,8
7855,765351544,Terry Goodkind,1998,"Debt of Bones (The Sword of Truth, #0.5)",https://images.gr-assets.com/books/1502300279m/43886.jpg,29
7856,380776839,Susan Elizabeth Phillips,1994,It Had to Be You,https://images.gr-assets.com/books/1297088239m/73070.jpg,47
7857,425175405,Patricia Cornwell,1999,Black Notice,https://images.gr-assets.com/books/1388461944m/123598.jpg,101
7858,451457811,Jim Butcher,2000,Storm Front,https://images.gr-assets.com/books/1419456275m/47212.jpg,75
7859,385523904,Barbara Demick,2009,Nothing to Envy: Ordinary Lives in North Korea,https://images.gr-assets.com/books/1320449375m/6178648.jpg,53
7860,60931728,Sylvia Plath,1965,Ariel,https://images.gr-assets.com/books/1442258738m/395090.jpg,67
7861,440184622,James Clavell,1966,Tai-Pan,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,92
7862,7119356,Agatha Christie,1938,Appointment with Death,https://images.gr-assets.com/books/1308808730m/16363.jpg,210
7863,1423108361,Eoin Colfer,2008,The Time Paradox,https://images.gr-assets.com/books/1395218526m/2179276.jpg,74
7864,679847596,"Noel Streatfeild, Diane Goode",1936,Ballet Shoes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,68
7865,1600104835,"Joe Hill, Gabriel Rodríguez",2009,Head Games ,https://images.gr-assets.com/books/1351338040m/6120349.jpg,18
7866,515124214,Nora Roberts,1998,Inner Harbor (Chesapeake Bay Saga #3),https://images.gr-assets.com/books/1399120297m/59825.jpg,66
7867,300093055,Eugene O'Neill,1956,Long Day's Journey Into Night,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,57
7868,441014941,Charlaine Harris,2007,All Together Dead,https://images.gr-assets.com/books/1417964062m/140075.jpg,73
7869,739329189,"Steve Berry, Scott Brick",2009,The Paris Vendetta,https://images.gr-assets.com/books/1320407237m/6497645.jpg,52
7870,689839057,Margaret Peterson Haddix,2002,Among the Betrayed,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,16
7871,785139877,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",2010,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1
7872,451933028,Stephen King,1996,The Green Mile,https://images.gr-assets.com/books/1373903563m/11566.jpg,162
7873,786931582,"Margaret Weis, Tracy Hickman",1986,Time of the Twins,https://images.gr-assets.com/books/1390667790m/29187.jpg,48
7874,316097527,James Patterson,2013,"Alex Cross, Run",https://images.gr-assets.com/books/1343360404m/13521299.jpg,48
7875,679744398,Cormac McCarthy,1992,All the Pretty Horses,https://images.gr-assets.com/books/1498463335m/469571.jpg,106
7876,778321606,Debbie Macomber,2003,The Shop on Blossom Street,https://images.gr-assets.com/books/1459531418m/233044.jpg,47
7877,316134023,Laini Taylor,2011,Daughter of Smoke & Bone,https://images.gr-assets.com/books/1461353773m/8490112.jpg,89
7878,451194004,Ira Levin,1967,Rosemary's Baby,https://images.gr-assets.com/books/1327878603m/228296.jpg,146
7879,446698229,Hunter S. Thompson,1973,Fear and Loathing on the Campaign Trail '72,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,22
7880,142402451,"Brian Jacques, Allan Curless",1997,The Long Patrol,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,28
7881,1937007588,Ilona Andrews,2013,Magic Rises,https://images.gr-assets.com/books/1359571572m/11544421.jpg,12
7882,3867197571,"Tsugumi Ohba, Takeshi Obata, Diana Hammermeister",2009,バクマン。 1,https://images.gr-assets.com/books/1346333264m/6735082.jpg,21
7883,553265954,"Arthur Koestler, Daphne Hardy",1940,Sonnenfinsternis,https://images.gr-assets.com/books/1290053535m/30672.jpg,121
7884,1401205003,"Bill Willingham, Mark Buckingham, David Hahn, Steve Leialoha",2006,"Fables, Volume 6: Homelands",https://images.gr-assets.com/books/1327962707m/21328.jpg,10
7885,618683356,David Sheff,2007,Beautiful Boy: A Father's Journey Through His Son's Meth Addiction,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,33
7886,1523662441,Penelope Ward,2016,RoomHate,https://images.gr-assets.com/books/1453991440m/27083865.jpg,9
7887,394800206,P.D. Eastman,1961,"Go, Dog. Go!",https://images.gr-assets.com/books/1333578440m/460548.jpg,36
7888,1576751740,The Arbinger Institute,2000,Leadership and Self Deception: Getting Out of the Box,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,40
7889,1854596373,"Molière, Martin Sorrell",1664,"Le Tartuffe, ou L’Imposteur",https://images.gr-assets.com/books/1319501006m/52823.jpg,310
7890,316044776,"Carlos Ruiz Zafón, Lucia Graves",1986,El príncipe de la niebla,https://images.gr-assets.com/books/1261604683m/7128341.jpg,95
7891,452287065,Toni Morrison,1970,The Bluest Eye,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,104
7892,307599469,Maggie Shipstead,2012,Seating Arrangements,https://images.gr-assets.com/books/1329425347m/12712435.jpg,22
7893,374292795,Thomas L. Friedman,2005,The World Is Flat: A Brief History of the Twenty-first Century,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,83
7894,374281092,Alice McDermott,2013,Someone,https://images.gr-assets.com/books/1377579911m/17332207.jpg,26
7895,689860072,Anne McCaffrey,1977,Dragonsinger,https://images.gr-assets.com/books/1410942014m/28547.jpg,45
7896,385340117,Michelle Richmond,2006,The Year of Fog,https://images.gr-assets.com/books/1320513174m/332348.jpg,28
7897,385517882,Chuck Palahniuk,2008,Snuff,https://images.gr-assets.com/books/1446089918m/1840511.jpg,59
7898,425259870,Nora Roberts,2014,Blood Magick,https://images.gr-assets.com/books/1458263077m/18754961.jpg,52
7899,670038717,Jasper Fforde,2007,First Among Sequels ,https://images.gr-assets.com/books/1338467549m/27002.jpg,39
7900,1484148037,Nicole  Williams,2013,,https://images.gr-assets.com/books/1365394535m/17336849.jpg,5
7901,014023313X,Carol Shields,1993,The Stone Diaries,https://images.gr-assets.com/books/1285159303m/77554.jpg,71
7902,077832740X,Heather Gudenkauf,2008,The Weight of Silence,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,62
7903,1416534733,Mark Twain,1889,A Connecticut Yankee in King Arthur's Court,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,798
7904,60750863,Neal Stephenson,2004,The System of the World,https://images.gr-assets.com/books/1407712273m/116257.jpg,29
7905,1897299214,Guy Delisle,2003,Pyongyang,https://images.gr-assets.com/books/1327884533m/80834.jpg,32
7906,451528018,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles,https://images.gr-assets.com/books/1355929358m/8921.jpg,1717
7907,141382899,Rick Riordan,2007,The Titan's Curse,https://images.gr-assets.com/books/1361038385m/561456.jpg,94
7908,593065700,Lee Child,2011,The Affair,https://images.gr-assets.com/books/1327982045m/10428708.jpg,75
7909,399156828,William Gibson,2010,Zero History,https://images.gr-assets.com/books/1282769471m/7745031.jpg,30
7910,810959259,"Michael Buckley, Peter Ferguson",2005,The Fairy-Tale Detectives,https://images.gr-assets.com/books/1349272153m/176327.jpg,36
7911,62235796,Amy Ewing,2014,The Jewel,https://images.gr-assets.com/books/1392220609m/16068780.jpg,34
7912,515141399,Nora Roberts,2005,Blue Smoke,https://images.gr-assets.com/books/1309286007m/114184.jpg,80
7913,545027896,Brian Selznick,2011,Wonderstruck,https://images.gr-assets.com/books/1327885739m/10128428.jpg,26
7914,1416903372,Tamora Pierce,1994,"Emperor Mage (Immortals, #3)",https://images.gr-assets.com/books/1166573612m/13833.jpg,35
7915,61256684,"The Waiter, Steve Dublanica",2008,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30
7916,385339097,John Grisham,1998,The Street Lawyer,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,119
7917,345419391,Anne McCaffrey,1989,The Renegades of Pern,https://images.gr-assets.com/books/1283622741m/20082.jpg,47
7918,983157227,Jennifer L. Armentrout,2012,Pure,https://images.gr-assets.com/books/1296780419m/9761771.jpg,22
7919,553580272,"Brian Herbert, Kevin J. Anderson",1999,Dune: House Atreides,https://images.gr-assets.com/books/1403181106m/761575.jpg,48
7920,440339340,Lee Child,2010,Worth Dying For,https://images.gr-assets.com/books/1356095648m/8357992.jpg,66
7921,1533344345,Elle Kennedy,2016,,https://images.gr-assets.com/books/1477069102m/28262024.jpg,20
7922,679767959,Nora Ephron,1983,Heartburn,https://images.gr-assets.com/books/1386647458m/225343.jpg,37
7923,006074104X,Harriet Lerner,1985,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,41
7924,2253147699,"Stephen King, Marie Milpois",1983,Christine,https://images.gr-assets.com/books/1327270815m/10629.jpg,156
7925,679721037,John Hersey,1946,Hiroshima,https://images.gr-assets.com/books/1499717742m/27323.jpg,102
7926,006008216X,Elmore Leonard,1990,Get Shorty,https://images.gr-assets.com/books/1330673682m/702539.jpg,53
7927,1857239407,"Alan Dean Foster, George Lucas",1976,Star Wars: From the Adventures of Luke Skywalker,https://images.gr-assets.com/books/1408936775m/599090.jpg,96
7928,014034893X,Mildred D. Taylor,1976,"Roll of Thunder, Hear My Cry",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,78
7929,1416905855,Laurie Halse Anderson,2008,Chains,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,26
7930,425197956,J.D. Robb,2004,"Divided in Death (In Death, #18)",https://images.gr-assets.com/books/1389938707m/129523.jpg,52
7931,312593317,Tatiana de Rosnay,2009,Boomerang,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,63
7932,61477958,Diana Wynne Jones,2008,House of Many Ways,https://images.gr-assets.com/books/1293848674m/2173611.jpg,32
7933,679767800,"Alfred Bester, Neil Gaiman",1955,The Stars My Destination,https://images.gr-assets.com/books/1433671750m/333867.jpg,84
7934,440238153,Philip Pullman,2000,The Amber Spyglass,https://images.gr-assets.com/books/1329189152m/18122.jpg,42
7935,014131088X,Laurie Halse Anderson,1999,Speak,https://images.gr-assets.com/books/1310121762m/439288.jpg,87
7936,340830107,Jojo Moyes,2005,The Ship of Brides,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,45
7937,141026286,"Anonymous, N.K. Sandars",0,Shūtur eli sharrī,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,266
7938,62320521,Maria Dahvana Headley,2015,Magonia,https://images.gr-assets.com/books/1413479866m/21393526.jpg,19
7939,684823780,C.S. Lewis,1952,Mere Christianity,https://images.gr-assets.com/books/1468102872m/11138.jpg,152
7940,802141676,Sherman Alexie,1993,The Lone Ranger and Tonto Fistfight in Heaven,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,21
7941,316123528,"Kami Garcia, Margaret Stohl, Paz Pruneda",2011,Beautiful Chaos,https://images.gr-assets.com/books/1327878503m/10757833.jpg,60
7942,393064476,Stephen Greenblatt,2011,The Swerve: How the World Became Modern,https://images.gr-assets.com/books/1406088245m/10954979.jpg,37
7943,785289089,Dave Ramsey,2003,The Total Money Makeover: A Proven Plan for Financial Fitness,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,32
7944,440900565,Bette Greene,1973,Summer of My German Soldier,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,51
7945,61558222,"Guillermo del Toro, Chuck Hogan",2009,The Fall,https://images.gr-assets.com/books/1327934155m/6723348.jpg,85
7946,1439192812,"Richard Dawkins, Dave McKean",2011,The Magic of Reality: How We Know What's Really True,https://images.gr-assets.com/books/1327883246m/11256979.jpg,54
7947,1462003923,Julie Hockley,2011,,https://images.gr-assets.com/books/1348076628m/12389310.jpg,8
7948,385341970,Karin Slaughter,2010,Broken,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,80
7949,60899689,Jay Winik,2001,April 1865: The Month That Saved America (P.S.),https://images.gr-assets.com/books/1407706523m/55229.jpg,12
7950,067172942X,V.C. Andrews,1987,Garden of Shadows,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,52
7951,316166294,Michael Connelly,2008,The Brass Verdict,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,99
